Finalized HDI table (from 3A and 3B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,United States,19,3,No Kids,ltuni,6,10000,NA,0,2,Rural/Country,Single,0,0,3,2,2,1,1,1,1,2,1,2,1,4,2,1,4,2,2,2,2,1,3,2,3,4,1,2,2,2,4,3,3,3,2,3,4,5,2,3,4,4,2,4,3,3,1,yes,yes,Other,1.8,1.866667,2.95,2.6,0.92,Very High Human Development
3714,United States,16.5,2,No Kids,high,6,NA,NA,0,0,Small Town,Single,0,0,4,4,3,1,1,1,2,4,4,2,1,3,3,2,3,2,4,4,3,2,4,1,3,2,5,1,4,4,3,1,3,4,2,2,4,5,3,2,1,4,3,4,3,4,2,yes,yes,Other,2.6,2.666667,2.9,3.2,0.92,Very High Human Development
3715,United States,25,2,No Kids,deg,3,35000,NA,2,0,Village,Single,0,0,3,1,1,1,1,3,2,2,3,1,3,2,2,1,3,2,4,3,3,3,2,1,1,2,2,1,3,1,3,2,3,2,2,1,3,2,2,2,2,2,3,4,4,3,4,no,no,Other,1.4,2.466667,1.95,3.6,0.92,Very High Human Development
3716,United States,45,3,No Kids,deg,3,87500,NA,5,0,Rural/Country,Divorced,0,0,2,2,2,2,2,1,1,2,3,3,3,1,3,5,3,3,2,1,1,1,4,2,1,2,1,1,1,2,1,5,3,5,1,1,2,5,5,1,2,1,3,3,3,3,1,yes,no,Other,2,2.2,2.3,2.6,0.92,Very High Human Development
3717,United States,55,2,Yes Kids,ma,3,55000,NA,5,0,Small Town,Widowed,1,0,3,4,4,2,2,2,2,3,3,4,3,3,4,3,4,5,2,3,2,5,5,2,2,3,2,3,3,4,4,3,2,5,3,4,4,4,3,3,4,4,2,2,2,2,2,yes,yes,Other,3,3.2,3.35,2,0.92,Very High Human Development
3718,United States,37.5,2,Yes Kids,dip,3,15000,NA,0,4,Medium-Sized,Divorced,3,0,3,3,3,3,3,4,4,5,4,4,1,4,4,3,3,3,4,5,4,4,3,1,3,5,1,3,3,4,4,2,4,2,5,4,3,5,4,3,3,4,3,3,4,4,5,yes,no,Other,3,3.733333,3.3,3.8,0.92,Very High Human Development
3719,United States,28,2,Yes Kids,ltuni,6,10000,NA,2,0,Village,Single,1,2,4,3,3,1,1,1,1,1,1,1,2,1,3,1,1,4,1,2,1,4,2,1,2,3,2,2,3,3,2,1,4,4,2,2,2,4,2,2,2,2,4,4,4,3,3,yes,no,Other,2.4,1.666667,2.35,3.6,0.92,Very High Human Development
3720,United States,45,2,Yes Kids,ma,NA,NA,NA,0,0,Medium-Sized,Married,1,1,4,3,3,3,2,3,2,2,4,2,1,3,3,3,5,4,2,4,2,4,4,2,3,5,3,2,3,3,5,4,4,4,5,4,3,5,4,5,3,3,3,3,3,4,2,yes,no,Other,3,2.933333,3.7,3,0.92,Very High Human Development
3721,United States,24,2,No Kids,dip,3,45000,NA,2,0,Medium-Sized,Single,0,0,2,1,2,2,2,1,1,2,3,2,1,2,2,1,3,4,3,2,2,1,3,2,2,4,4,1,3,3,3,2,2,3,3,3,1,4,3,4,3,3,4,5,4,3,2,no,no,Other,1.8,2,2.8,3.6,0.92,Very High Human Development
3722,United States,28,3,No Kids,ma,3,35000,NA,0,1,Village,Single,0,0,4,3,2,2,2,1,2,4,4,1,1,3,4,1,3,4,3,4,2,3,5,3,3,4,5,4,3,2,5,1,3,5,3,2,4,5,5,3,4,4,5,5,5,5,4,yes,yes,Other,2.6,2.666667,3.65,4.8,0.92,Very High Human Development
3723,United States,45,3,Yes Kids,ma,3,45000,NA,7,0,Small Town,Married,0,3,3,3,4,3,3,1,3,5,4,3,3,4,4,3,4,3,4,2,4,3,4,3,3,4,3,3,4,3,4,4,4,4,4,4,3,4,4,4,4,2,4,3,4,3,3,yes,,Other,3.2,3.333333,3.6,3.4,0.92,Very High Human Development
3724,United States,45,2,Yes Kids,ma,3,NA,NA,10,0,Medium-Sized,Married,1,1,1,1,3,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,5,1,1,3,2,3,1,2,3,1,3,3,4,4,3,no,no,Other,1.4,1.6,1.75,3.4,0.92,Very High Human Development
3725,United States,45,2,Yes Kids,ltuni,3,55000,NA,10,0,Village,Married,0,2,2,3,4,2,2,2,4,3,4,2,5,3,4,1,4,3,5,4,1,5,3,1,3,3,5,3,3,4,5,4,5,3,4,2,3,2,3,3,3,3,5,4,5,5,1,yes,yes,Other,2.6,3.333333,3.25,4,0.92,Very High Human Development
3726,United States,55,3,Yes Kids,ma,3,150000,NA,2,0,Rural/Country,Married,1,1,4,2,4,3,3,1,1,1,1,3,5,4,3,2,3,4,4,5,2,3,4,3,2,1,2,3,5,4,4,2,3,4,5,3,3,4,4,3,4,4,2,3,3,3,1,yes,no,Other,3.2,2.8,3.35,2.4,0.92,Very High Human Development
3727,United States,25,3,No Kids,deg,3,87500,NA,1,11,Small Town,Single,0,0,4,4,4,2,2,2,2,5,4,5,3,4,4,5,3,4,4,2,4,4,5,1,4,4,2,3,5,3,5,4,4,5,4,4,5,5,1,5,2,5,3,4,4,3,4,yes,yes,Other,3.2,3.666667,3.8,3.6,0.92,Very High Human Development
3728,United States,55,3,Yes Kids,ltuni,3,55000,NA,2,4,Large Town,Divorced,1,0,4,4,3,2,3,3,2,5,4,3,3,2,3,3,3,2,3,3,2,4,3,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,2,3,2,2,1,yes,yes,Other,3.2,3,3.4,2,0.92,Very High Human Development
3729,United States,7.5,3,No Kids,lthigh,6,NA,NA,5,4,Rural/Country,Single,0,0,4,3,3,4,4,4,1,3,1,5,2,5,4,4,5,3,3,4,2,4,5,4,5,3,5,2,5,3,4,3,3,4,3,3,4,4,4,4,5,5,3,3,1,1,4,yes,yes,Other,3.6,3.333333,3.9,2.4,0.92,Very High Human Development
3730,United States,28,3,No Kids,ma,3,250000,NA,0,1,Village,Single,0,0,3,2,2,2,2,1,1,3,4,4,3,2,3,3,4,2,2,5,1,3,3,1,2,2,3,1,3,3,3,5,4,3,5,1,3,5,5,1,3,1,5,5,5,5,5,yes,no,Other,2.2,2.733333,2.85,5,0.92,Very High Human Development
3731,United States,45,2,Yes Kids,phd,4,25000,NA,2,0,Medium-Sized,Separated,4,3,3,2,4,2,2,4,4,5,1,2,2,4,3,2,4,4,5,5,5,4,4,3,3,2,5,4,4,3,4,4,2,4,5,3,4,4,4,3,4,4,4,3,4,4,3,yes,yes,Other,2.6,3.6,3.65,3.6,0.92,Very High Human Development
3732,United States,55,2,No Kids,deg,3,87500,NA,10,0,Small Town,Single,0,0,4,4,4,3,3,1,1,2,3,2,2,3,3,3,3,2,1,3,1,3,4,2,2,4,2,1,3,3,3,1,1,5,3,3,4,3,2,3,4,4,3,3,3,3,2,yes,yes,Other,3.6,2.2,2.85,2.8,0.92,Very High Human Development
3733,United States,28,2,No Kids,deg,3,45000,NA,2,0,Village,Single,0,0,4,4,2,1,1,2,4,3,5,3,4,5,3,3,3,5,5,4,4,2,5,2,3,5,4,3,5,3,3,5,5,4,3,4,4,4,4,4,5,4,2,3,3,2,4,yes,yes,Other,2.4,3.666667,3.95,2.8,0.92,Very High Human Development
3734,United States,55,3,Yes Kids,ma,3,55000,NA,2,0,Village,Married,1,1,4,4,4,2,2,2,1,5,4,1,3,4,4,2,2,2,2,2,3,3,4,1,2,2,4,2,4,4,4,3,3,4,4,2,4,4,4,5,4,5,4,4,4,4,2,yes,yes,Other,3.2,2.666667,3.45,3.6,0.92,Very High Human Development
3735,United States,25,2,Yes Kids,ma,7,10000,NA,1,2,Village,Married,1,0,2,4,3,4,4,1,2,3,3,3,1,2,4,2,3,3,2,4,2,3,4,5,4,4,3,4,4,3,5,4,4,4,2,4,4,4,5,4,4,4,3,3,3,4,2,yes,no,Other,3.4,2.533333,3.95,3,0.92,Very High Human Development
3736,United States,28,2,No Kids,deg,4,10000,NA,0,3,Small Town,Single,0,0,5,5,5,5,5,2,2,3,4,3,5,5,5,5,5,3,5,5,3,5,5,5,1,5,3,2,5,5,5,1,5,5,2,2,4,1,3,4,5,5,1,2,2,1,1,yes,yes,Other,5,4,3.65,1.4,0.92,Very High Human Development
3737,United States,32.5,2,No Kids,deg,3,35000,NA,0,5,Rural/Country,Single,0,0,2,2,2,2,2,2,2,2,2,3,1,4,3,2,3,4,2,4,2,4,4,2,2,2,4,2,4,2,4,2,3,4,3,3,4,4,4,2,4,4,4,4,4,4,4,yes,yes,Other,2,2.666667,3.15,4,0.92,Very High Human Development
3738,United States,37.5,2,No Kids,ma,3,67500,NA,2,0,Small Town,Single,0,0,2,1,1,1,1,1,1,4,3,2,1,2,4,3,3,2,2,2,1,1,3,1,2,3,2,2,3,2,3,3,3,3,1,2,3,3,2,3,1,2,3,3,4,4,4,yes,no,Other,1.2,2.133333,2.35,3.6,0.92,Very High Human Development
3739,United States,20,2,No Kids,ltuni,6,NA,NA,0,0,Small Town,Single,0,0,3,3,2,2,2,2,2,3,3,2,3,3,5,2,4,4,2,3,2,3,4,2,3,4,4,3,4,4,4,2,4,4,2,2,4,4,3,4,3,4,3,4,3,4,2,yes,yes,Other,2.4,2.866667,3.4,3.2,0.92,Very High Human Development
3740,United States,45,2,Yes Kids,ma,3,45000,NA,10,0,Large Town,Married,3,0,4,3,2,3,3,1,2,2,4,3,4,4,2,3,4,3,4,2,4,3,3,2,3,5,3,2,4,3,4,3,3,3,2,3,3,4,4,4,4,4,3,3,3,3,3,yes,yes,Other,3,3,3.3,3,0.92,Very High Human Development
3741,United States,28,2,No Kids,deg,6,NA,NA,1,0,Rural/Country,Married,0,0,5,5,5,4,4,1,2,2,4,4,4,4,3,3,4,2,4,3,4,5,4,2,2,3,1,3,4,3,4,5,5,5,4,4,4,3,3,3,5,4,3,4,4,4,3,yes,yes,Other,4.6,3.266667,3.55,3.6,0.92,Very High Human Development
3742,United States,22,2,No Kids,deg,4,15000,NA,0,3,Large Town,Single,0,0,3,3,3,3,3,2,1,5,1,5,1,2,2,1,3,5,1,4,2,2,2,1,3,1,5,3,3,4,2,1,2,3,3,4,2,5,4,4,2,5,2,2,2,2,2,no,no,Other,3,2.466667,2.95,2,0.92,Very High Human Development
3743,United States,55,3,Yes Kids,deg,3,150000,NA,NA,0,Village,Separated,1,0,5,5,5,4,4,1,2,5,5,5,5,5,5,1,1,3,4,3,3,5,5,3,5,5,4,3,5,4,4,5,4,4,2,3,5,5,4,5,5,5,4,4,4,4,4,yes,yes,Other,4.6,3.533333,4.25,4,0.92,Very High Human Development
3744,United States,45,2,No Kids,deg,3,150000,NA,2,0,Large Town,Separated,0,0,3,3,3,3,3,4,3,5,3,3,4,2,4,3,3,3,4,4,2,5,5,3,4,4,2,2,3,3,3,3,4,3,4,3,4,4,3,4,3,4,4,4,4,4,3,yes,no,Other,3,3.466667,3.4,3.8,0.92,Very High Human Development
3745,United States,37.5,2,Yes Kids,dip,3,87500,NA,3,0,Village,Divorced,0,1,3,4,4,3,3,2,2,4,5,4,4,4,3,4,4,5,5,4,4,5,5,3,5,5,5,4,5,3,4,5,5,4,3,3,4,4,4,5,5,5,3,4,3,4,4,yes,yes,Other,3.4,3.933333,4.3,3.6,0.92,Very High Human Development
3746,United States,37.5,3,No Kids,deg,3,150000,NA,6,0,Medium-Sized,Single,0,0,4,4,4,4,4,1,1,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,2,3,3,3,4,4,4,3,3,3,2,3,3,3,3,3,4,3,2,2,2,3,1,yes,yes,Other,4,2.466667,3.1,2,0.92,Very High Human Development
3747,United States,45,3,No Kids,ltuni,3,45000,NA,6,7,Large Town,Single,0,0,4,4,4,4,4,2,3,5,3,4,3,4,4,3,4,4,4,4,3,4,4,3,4,5,2,4,4,4,4,2,2,4,4,4,4,4,4,4,4,4,2,2,3,2,2,yes,yes,Other,4,3.6,3.7,2.2,0.92,Very High Human Development
3748,United States,32.5,2,No Kids,ma,3,45000,NA,7,8,Small Town,Single,0,0,3,4,5,4,4,1,3,3,5,5,3,5,5,4,5,3,5,5,5,5,5,3,4,4,5,4,5,5,5,5,5,5,4,3,5,5,4,5,5,4,2,2,2,2,2,yes,yes,Other,4,4.133333,4.5,2,0.92,Very High Human Development
3749,United States,25,2,No Kids,ma,6,10000,NA,1,0,Small Town,Single,0,0,4,3,1,1,1,1,2,3,4,1,1,2,3,1,4,2,3,1,3,3,5,1,2,5,3,3,2,2,4,4,5,3,2,3,4,5,4,3,4,3,4,4,4,5,2,yes,no,Other,2,2.266667,3.35,3.8,0.92,Very High Human Development
3750,United States,24,3,No Kids,deg,3,45000,NA,2,1,Village,Single,0,0,3,3,4,3,3,4,4,4,3,3,1,4,3,2,3,5,2,4,3,2,4,3,5,5,4,4,4,3,5,4,3,4,5,5,4,5,5,3,4,3,4,4,4,4,4,yes,yes,Other,3.2,3.133333,4.1,4,0.92,Very High Human Development
3751,United States,37.5,2,Yes Kids,deg,3,35000,NA,2,10,Large Town,Married,0,1,2,2,1,1,1,1,1,5,2,1,1,1,2,1,3,2,2,2,1,1,3,1,1,4,3,2,3,2,4,2,4,3,1,2,3,3,1,4,2,4,5,5,4,5,5,yes,no,Other,1.4,1.733333,2.6,4.8,0.92,Very High Human Development
3752,United States,45,3,Yes Kids,ma,3,250000,NA,1,2,Village,Married,0,2,3,3,3,2,1,1,2,2,4,3,3,3,3,3,4,1,3,2,3,2,3,1,2,5,2,2,3,3,3,1,4,4,1,3,3,5,2,4,3,2,4,5,3,5,2,yes,no,Other,2.4,2.6,2.8,3.8,0.92,Very High Human Development
3753,United States,37.5,2,Yes Kids,deg,4,55000,NA,6,6,Small Town,Married,2,1,3,3,4,3,3,1,1,1,3,3,1,3,4,2,3,4,3,3,3,3,3,3,3,4,4,5,4,4,5,3,4,3,1,3,4,3,3,4,5,4,3,4,3,3,2,yes,yes,Other,3.2,2.533333,3.6,3,0.92,Very High Human Development
3754,United States,55,2,Yes Kids,ltuni,3,35000,NA,3,7,Village,Married,1,1,3,3,4,3,3,2,4,4,4,4,2,4,3,3,4,4,4,2,4,4,2,2,3,3,3,3,3,3,3,3,4,3,2,3,3,4,4,3,4,2,3,3,3,3,2,yes,yes,Other,3.2,3.466667,3,2.8,0.92,Very High Human Development
3755,United States,55,3,No Kids,deg,6,NA,NA,0,0,Village,Married,0,0,4,4,4,3,3,1,1,3,2,2,3,3,2,2,2,4,2,2,2,3,3,2,4,4,3,4,3,4,4,2,3,3,3,3,4,4,4,3,2,3,2,3,2,2,1,yes,yes,Other,3.6,2.266667,3.25,2,0.92,Very High Human Development
3756,United States,NA,NA,No Kids,,NA,NA,NA,0,0,,,0,0,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,2,3,2,1,1,1,1,1,2,1,1,1,1,1,4,3,1,5,3,1,2,1,3,1,1,1,1,1,1,1,no,no,Other,1.2,1.466667,1.75,1,0.92,Very High Human Development
3757,United States,45,3,No Kids,ltuni,3,55000,NA,5,0,Small Town,Single,0,0,2,2,2,2,2,3,1,4,2,2,2,2,3,2,2,3,2,1,2,2,2,2,2,4,2,3,2,3,2,3,2,2,1,3,3,4,2,3,2,3,3,3,4,4,1,no,no,Other,2,2.2,2.5,3,0.92,Very High Human Development
3758,United States,55,2,Yes Kids,ma,4,150000,NA,14,0,Small Town,Divorced,1,1,3,2,2,1,1,2,2,5,2,3,1,1,3,2,3,4,2,3,2,1,4,2,2,4,3,2,3,2,3,3,5,4,3,2,3,3,3,4,4,4,1,1,3,2,1,yes,no,Other,1.8,2.4,3.15,1.6,0.92,Very High Human Development
3759,United States,55,2,Yes Kids,deg,3,45000,NA,10,0,Rural/Country,Married,2,0,3,3,4,2,2,1,1,3,3,1,1,1,2,1,3,3,1,3,1,1,2,1,2,1,2,4,2,3,2,2,3,2,2,2,3,3,2,3,1,1,4,5,5,5,4,no,no,Other,2.8,1.733333,2.15,4.6,0.92,Very High Human Development
3760,United States,55,2,Yes Kids,dip,3,45000,NA,2,0,8,Married,1,2,1,3,4,3,3,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,2,5,1,4,3,5,1,1,1,1,1,1,5,5,1,1,2,5,5,5,2,1,no,no,Other,2.8,1.4,2.15,3.6,0.92,Very High Human Development
3761,United States,45,3,Yes Kids,ltuni,3,25000,NA,3,0,Medium-Sized,Married,1,4,1,1,1,1,1,2,2,1,1,1,1,1,2,1,5,3,2,3,1,2,2,1,2,2,1,2,2,2,1,1,4,2,2,2,2,1,2,5,1,2,1,1,1,1,1,no,no,Other,1,1.866667,1.95,1,0.92,Very High Human Development
3762,United States,67.5,2,Yes Kids,deg,5,25000,NA,0,0,Medium-Sized,Married,2,1,3,1,4,1,1,1,1,1,2,2,1,3,3,1,3,1,3,2,2,3,4,1,2,1,1,1,3,2,3,1,3,2,1,2,4,4,4,3,3,3,3,3,3,3,3,yes,yes,Other,2,1.933333,2.4,3,0.92,Very High Human Development
3763,United States,25,2,Yes Kids,lthigh,7,25000,NA,3,0,Small Town,Married,0,1,4,4,2,3,3,5,2,3,2,4,2,1,3,3,3,4,3,5,3,5,5,1,3,3,5,2,5,4,5,1,3,3,3,2,3,3,3,5,5,4,3,4,3,4,2,yes,yes,Other,3.2,3.2,3.4,3.2,0.92,Very High Human Development
3764,United States,16.5,2,No Kids,lthigh,6,10000,NA,0,6,Village,Separated,0,0,4,3,2,1,1,1,1,3,1,2,4,4,4,1,3,2,3,3,1,2,3,1,2,5,2,1,3,4,4,2,4,4,1,3,5,4,2,3,3,2,3,3,3,4,2,yes,yes,Other,2.2,2.333333,2.9,3,0.92,Very High Human Development
3765,United States,23,2,No Kids,deg,3,25000,NA,3,3,Small Town,Single,0,0,4,3,2,2,2,2,2,5,3,3,1,2,4,3,4,3,3,4,3,3,4,1,4,5,5,4,4,4,4,2,2,4,4,4,4,5,4,4,2,3,3,3,2,2,4,yes,no,Other,2.6,3,3.65,2.8,0.92,Very High Human Development
3766,United States,45,2,No Kids,ma,3,150000,NA,2,0,Village,Single,0,0,3,3,3,3,3,2,2,5,3,4,4,3,3,4,4,4,2,3,3,3,4,3,4,5,4,2,4,3,4,1,4,4,3,3,4,4,4,3,4,4,4,4,4,4,2,yes,no,Other,3,3.266667,3.55,3.6,0.92,Very High Human Development
3767,United States,20,2,No Kids,ltuni,6,10000,NA,9,0,Medium-Sized,Single,0,0,5,5,5,2,2,2,2,5,4,5,5,5,4,3,5,2,3,3,5,5,5,2,3,5,5,3,5,4,5,5,1,5,2,1,4,5,5,5,5,5,2,2,2,2,1,yes,no,Other,3.8,3.866667,4,1.8,0.92,Very High Human Development
3768,United States,67.5,2,Yes Kids,phd,3,150000,NA,2,0,Small Town,Married,1,1,4,4,3,3,2,1,3,5,5,4,4,5,4,4,5,3,5,3,4,3,4,3,4,2,3,3,3,4,3,5,4,5,1,2,4,4,3,4,3,3,4,3,3,4,2,yes,yes,Other,3.2,3.866667,3.35,3.2,0.92,Very High Human Development
3769,United States,32.5,2,Yes Kids,deg,3,35000,NA,2,0,Village,Single,4,1,2,3,1,1,1,3,2,2,5,3,5,5,1,1,4,3,4,4,3,3,3,1,1,3,1,3,1,2,4,1,4,1,2,2,2,5,3,3,4,3,3,3,2,4,5,yes,yes,Other,1.6,3.2,2.45,3.4,0.92,Very High Human Development
3770,United States,37.5,2,Yes Kids,deg,4,45000,NA,1,4,Village,Married,0,2,4,3,3,2,2,1,2,2,4,3,3,2,3,3,3,2,3,2,3,3,4,1,1,3,3,2,4,3,3,1,4,4,3,1,4,2,2,3,3,3,5,4,5,4,4,yes,no,Other,2.8,2.6,2.7,4.4,0.92,Very High Human Development
3771,United States,55,2,Yes Kids,ma,3,87500,NA,10,2,Small Town,Married,0,1,2,1,2,2,1,1,1,3,2,2,4,1,4,2,5,2,1,2,1,3,2,3,2,1,2,2,2,2,2,1,2,3,2,2,3,3,2,3,2,2,4,4,5,5,4,no,no,Other,1.6,2.266667,2.15,4.4,0.92,Very High Human Development
3772,United States,67.5,2,Yes Kids,deg,4,45000,NA,3,0,Small Town,Divorced,0,2,2,3,2,2,2,1,1,3,3,3,4,2,3,1,3,2,2,3,2,3,4,2,3,1,3,2,3,2,3,2,3,2,3,3,4,4,2,4,3,4,3,3,3,4,2,yes,no,Other,2.2,2.4,2.85,3,0.92,Very High Human Development
3773,United States,32.5,2,No Kids,phd,3,NA,NA,2,0,Small Town,Single,0,0,3,3,3,2,2,1,1,2,1,1,3,2,2,1,2,2,1,2,1,2,3,2,2,2,3,4,3,4,3,1,3,4,1,3,3,4,3,2,2,3,4,4,4,3,4,yes,yes,Other,2.6,1.6,2.75,3.8,0.92,Very High Human Development
3774,United States,32.5,2,No Kids,deg,3,15000,NA,7,0,Large-City,Single,0,0,3,1,5,1,1,3,3,2,4,3,1,5,5,1,5,5,5,3,3,5,5,1,1,5,4,5,5,3,5,2,4,5,4,3,4,1,5,5,5,3,5,4,5,3,5,yes,yes,Other,2.2,3.533333,3.75,4.4,0.92,Very High Human Development
3775,United States,20,2,No Kids,ltuni,4,15000,NA,1,4,Small Town,Single,0,0,2,2,2,2,2,1,2,4,4,3,1,3,4,3,4,4,3,3,4,4,4,2,4,4,4,3,4,3,4,2,4,4,2,4,3,4,3,3,3,3,3,3,4,4,3,yes,yes,Other,2,3.133333,3.35,3.4,0.92,Very High Human Development
3776,United States,37.5,2,Yes Kids,ma,3,45000,NA,14,0,Small Town,Married,2,0,4,2,4,4,4,4,1,2,5,3,1,4,4,5,3,4,3,5,3,4,5,1,3,3,3,1,4,5,4,2,5,4,4,2,5,3,4,5,5,5,3,3,3,4,2,yes,yes,Other,3.6,3.4,3.65,3,0.92,Very High Human Development
3777,United States,32.5,2,No Kids,phd,3,55000,NA,2,0,Small Town,Married,0,0,4,1,1,1,1,1,1,3,1,2,3,1,4,3,3,4,1,2,1,5,5,1,1,2,1,1,1,2,3,1,2,5,1,1,3,5,1,3,5,3,3,3,3,3,2,yes,no,Other,1.6,2.333333,2.35,2.8,0.92,Very High Human Development
3778,United States,55,3,Yes Kids,ltuni,4,25000,NA,4,0,Large Town,Widowed,1,1,4,3,3,3,3,2,2,3,3,3,4,4,3,4,4,4,3,2,3,5,3,2,3,3,3,3,4,3,3,2,3,3,3,4,3,3,3,4,3,3,1,2,1,3,1,yes,yes,Other,3.2,3.266667,3.05,1.6,0.92,Very High Human Development
3779,United States,67.5,2,Yes Kids,high,5,55000,NA,10,0,Rural/Country,Married,1,1,4,4,3,2,2,1,1,3,2,2,1,2,2,5,5,2,3,4,1,3,3,1,1,4,2,2,4,3,3,1,5,3,2,2,4,2,2,3,4,4,3,3,3,3,2,no,no,Other,3,2.466667,2.75,2.8,0.92,Very High Human Development
3780,United States,55,3,Yes Kids,ma,3,150000,NA,5,0,Small Town,Married,1,1,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,2,2,3,2,2,3,3,3,3,4,4,4,no,no,Other,2,1.266667,1.85,3.6,0.92,Very High Human Development
3781,United States,55,3,Yes Kids,deg,3,87500,NA,2,0,Large Town,Divorced,0,1,2,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,1,3,4,4,4,4,3,no,no,Other,1.2,1.266667,1.45,3.8,0.92,Very High Human Development
3782,United States,19,2,No Kids,ltuni,4,15000,NA,0,3,Village,Single,0,0,4,5,5,5,5,3,1,3,2,2,1,3,3,2,3,3,2,2,1,3,4,2,2,4,4,5,3,5,4,4,1,3,4,3,4,3,3,2,4,3,1,3,2,2,1,yes,no,Other,4.8,2.266667,3.35,1.8,0.92,Very High Human Development
3783,United States,67.5,3,Yes Kids,ma,3,45000,NA,2,0,Village,Married,2,0,3,3,4,2,3,2,2,4,2,3,2,2,4,3,2,2,4,3,3,3,3,2,3,4,2,2,3,3,3,2,4,3,3,4,3,4,3,4,3,3,3,2,3,3,2,yes,yes,Other,3,2.733333,3.05,2.6,0.92,Very High Human Development
3784,United States,16.5,3,No Kids,ltuni,6,15000,NA,0,0,Rural/Country,Single,0,0,4,4,5,4,4,2,1,3,4,2,1,4,4,2,4,5,2,5,1,3,4,3,4,4,4,3,4,5,4,5,5,4,4,5,5,5,4,3,4,2,2,4,4,3,5,yes,yes,Other,4.2,2.866667,4.05,3.6,0.92,Very High Human Development
3785,United States,28,2,No Kids,phd,6,25000,NA,5,10,Small Town,Single,0,0,4,4,3,2,2,2,3,5,3,4,2,2,5,1,5,3,4,3,4,4,4,4,1,5,4,1,5,5,5,4,4,5,3,2,5,3,4,2,5,5,1,1,1,2,2,yes,yes,Other,3,3.333333,3.8,1.4,0.92,Very High Human Development
3786,United States,37.5,2,No Kids,phd,3,87500,NA,3,6,Village,Single,0,0,3,2,2,2,2,1,1,5,2,2,1,2,3,2,2,2,2,3,2,2,3,1,3,2,2,3,2,2,3,1,3,3,2,3,3,2,2,4,3,3,3,3,3,3,2,yes,no,Other,2.2,2.133333,2.5,2.8,0.92,Very High Human Development
3787,United States,55,2,No Kids,ma,3,87500,NA,9,0,Small Town,Married,0,0,5,1,2,2,2,2,1,1,2,3,3,4,4,3,2,2,1,2,1,3,3,3,3,3,1,2,4,4,4,1,3,5,5,2,3,1,1,3,3,4,3,5,4,4,1,yes,yes,Other,2.4,2.266667,2.9,3.4,0.92,Very High Human Development
3788,United States,24,3,No Kids,ma,6,15000,NA,0,11,Rural/Country,Single,0,0,3,3,4,3,3,2,2,3,3,2,4,3,4,1,4,3,3,3,3,3,4,2,3,4,4,2,4,2,4,3,3,4,2,3,4,4,2,4,3,4,3,3,4,3,3,yes,yes,Other,3.2,2.866667,3.25,3.2,0.92,Very High Human Development
3789,United States,45,3,No Kids,phd,3,67500,NA,12,2,8,Divorced,0,0,5,5,4,3,3,2,3,4,4,4,2,2,3,3,4,4,3,4,3,3,5,3,2,5,5,3,5,3,5,3,3,3,4,4,4,5,4,4,5,4,2,2,2,2,2,yes,yes,Other,4,3.2,3.95,2,0.92,Very High Human Development
3790,United States,25,2,No Kids,ltuni,7,10000,NA,0,0,Small Town,Single,0,0,3,4,5,3,3,2,4,4,4,4,5,5,3,3,4,2,4,2,5,4,4,1,2,3,2,4,3,5,4,3,4,4,2,4,4,3,4,3,3,4,2,1,3,2,3,yes,yes,Other,3.6,3.666667,3.3,2.2,0.92,Very High Human Development
3791,United States,28,2,No Kids,dip,6,15000,NA,0,6,Village,Single,0,0,4,4,5,4,4,4,1,5,1,3,2,3,4,3,2,5,1,3,1,1,4,3,4,3,4,4,4,4,4,1,2,4,4,5,3,2,2,3,4,5,1,1,2,2,4,yes,yes,Other,4.2,2.6,3.45,2,0.92,Very High Human Development
3792,United States,32.5,2,No Kids,ma,3,67500,NA,3,0,Village,Single,0,0,4,4,4,3,3,3,2,3,3,2,3,3,3,3,4,3,2,2,2,3,4,4,4,3,4,3,4,4,4,2,2,4,3,4,4,4,4,4,4,3,2,3,3,3,2,yes,yes,Other,3.6,2.733333,3.6,2.6,0.92,Very High Human Development
3793,United States,37.5,2,Yes Kids,phd,7,150000,NA,3,8,Village,Separated,1,0,3,3,3,3,3,1,4,4,5,5,5,5,5,3,5,1,4,2,4,4,4,3,3,5,2,2,2,3,3,5,5,5,2,3,4,1,1,5,4,3,2,2,2,3,1,yes,yes,Other,3,3.8,3.25,2,0.92,Very High Human Development
