"","ID","DP_1","DP_2","DP_3","DP_4","DP_5","AIP_1","AIP_2","AIP_3","AIP_4","AIP_5","AIP_6","AIP_7","AIP_8","AIP_9","AIP_10","AIP_11","AIP_12","AIP_13","AIP_14","AIP_15","GP_1","GP_2","GP_3","GP_4","GP_5","GP_6","GP_7","GP_8","GP_9","GP_10","GP_11","GP_12","GP_13","GP_14","GP_15","GP_16","GP_17","GP_18","GP_19","GP_20","SWLS_1","SWLS_2","SWLS_3","SWLS_4","SWLS_5","Self_Score","Others_Score","DP_Avg","AIP_Avg","GP_Avg","SWLS_Avg","Country_Res","Age","Gender","Kids","Edu","Work_Status","Annual_Inc","Current_Occ","Employ_Yrs","Employ_Mths","Comm_Size","Married","Num_sons","Num_daught","HDI","HDI_Cat"
"3817",3817,4,4,4,3,3,2,2,4,4,5,5,5,5,5,5,2,4,5,5,4,5,1,5,3,5,3,3,5,5,5,1,5,3,3,5,5,5,5,5,5,1,5,2,5,3,"yes","yes",3.6,4.13333,4.1,3.2,"United States",37.5,"Male","Yes","ma","part-time",150000,NA,10,0,"Village","Married",8,1,0.92,"Very High"
"3818",3818,5,4,4,4,4,2,4,5,5,4,3,5,4,4,5,5,5,4,4,5,4,4,5,4,4,4,5,4,5,5,5,5,2,5,4,5,5,4,5,4,4,4,4,5,5,"yes","yes",4.2,4.26667,4.4,4.4,"United States",32.5,"Male","No","phd","full-time",250000,NA,8,0,"Village","Single",1,0,0.92,"Very High"
"3819",3819,5,5,5,5,5,2,2,5,4,4,2,3,3,4,5,4,2,4,2,4,5,3,5,5,4,4,4,5,5,2,2,5,4,4,5,5,4,5,5,5,1,1,1,1,1,"yes","yes",5,3.33333,4.3,1,"United States",37.5,"Female","No","ltuni","unemployed",10000,NA,0,0,"Small Town","Married",1,0,0.92,"Very High"
"3820",3820,4,4,4,4,4,3,1,5,1,5,4,4,4,5,4,2,2,4,1,4,5,3,3,4,4,4,4,4,4,1,1,4,3,5,5,3,3,5,5,5,2,3,2,2,2,"yes","yes",4,3.26667,3.75,2.2,"United States",37.5,"Male","Yes","ma","part-time",10000,NA,3,7,"Village","Married",8,0,0.92,"Very High"
"3821",3821,2,4,2,3,3,2,1,2,2,2,1,2,2,1,3,4,1,3,2,4,2,2,2,4,4,3,2,3,3,2,3,3,3,4,2,4,4,2,3,2,2,3,3,5,3,"yes","no",2.8,2.13333,2.85,3.2,"United States",NA,"Female","No","ma","full-time",55000,NA,12,0,"Village","Single",1,0,0.92,"Very High"
"3822",3822,3,5,3,1,1,1,4,5,5,5,5,5,3,5,5,1,5,1,4,3,5,2,2,2,3,3,4,3,5,3,3,5,2,3,4,3,1,5,4,3,3,5,2,2,2,"yes","yes",2.6,3.8,3.25,2.8,"United States",55,"Female","Yes","ma","part-time",25000,NA,10,0,"Small Town","Married",1,1,0.92,"Very High"
"3823",3823,5,5,5,4,4,4,5,3,4,1,4,5,5,5,4,5,5,5,1,2,4,4,4,4,4,4,4,5,1,4,4,4,4,4,5,1,4,4,5,4,2,2,1,4,2,"yes","yes",4.6,3.86667,3.85,2.2,"United States",37.5,"Male","No","ma","full-time",150000,NA,2,0,"Village","Married",1,0,0.92,"Very High"
"3824",3824,5,5,5,4,4,1,2,3,5,4,4,5,5,3,5,5,5,5,5,3,5,4,4,5,5,5,5,4,5,5,5,5,1,3,5,5,5,4,5,3,3,2,3,2,2,"yes","yes",4.6,4,4.4,2.4,"United States",32.5,"Female","No","phd","full-time",45000,NA,0,6,"Small Town","Single",1,0,0.92,"Very High"
"3825",3825,4,3,3,2,2,2,3,3,4,3,4,5,5,4,4,3,5,5,4,4,5,2,3,3,3,3,4,2,5,3,4,5,1,2,4,4,4,3,3,2,3,4,3,3,3,"yes","yes",2.8,3.86667,3.25,3.2,"United States",32.5,"Female","No","deg","full-time",87500,NA,13,0,"Large Town","Divorced",1,0,0.92,"Very High"
"3826",3826,3,3,3,3,4,1,1,4,2,3,2,2,5,4,2,3,2,3,1,3,2,2,4,4,2,3,4,4,4,1,2,4,1,3,5,3,2,4,4,5,2,3,2,2,4,"yes","no",3.2,2.53333,3.15,2.6,"United States",37.5,"Female","No","phd","part-time",45000,NA,4,0,"Small Town","Married",1,0,0.92,"Very High"
"3827",3827,4,4,3,2,2,2,2,3,3,5,1,3,5,3,4,3,4,5,2,3,3,2,2,1,5,1,5,3,4,2,3,4,3,3,4,4,3,5,5,4,3,3,4,3,2,"yes","yes",3,3.2,3.3,3,"United States",45,"Female","No","ma","full-time",55000,NA,6,0,"Large Town","Divorced",1,0,0.92,"Very High"
"3828",3828,3,3,3,2,2,1,1,3,3,2,3,2,3,2,5,2,2,1,2,3,5,1,2,3,5,5,4,3,4,1,4,4,5,2,4,5,5,4,3,4,3,4,4,4,2,"yes","no",2.6,2.33333,3.65,3.4,"United States",45,"Female","Yes","deg","full-time",150000,NA,3,0,"Village","Married",8,1,0.92,"Very High"
"3829",3829,4,4,4,4,4,1,1,5,1,1,2,3,3,1,1,2,1,1,1,3,4,1,1,3,1,1,4,2,4,1,4,4,1,1,3,1,1,4,4,5,3,3,3,4,4,"yes","no",4,1.8,2.5,3.4,"United States",45,"Female","Yes","ltuni","part-time",67500,NA,8,0,"Village","Married",8,0,0.92,"Very High"
"3830",3830,4,4,3,3,3,1,1,2,2,3,1,2,3,3,3,3,1,2,1,2,4,1,3,3,1,3,3,3,3,2,2,4,1,3,3,4,3,3,3,3,4,4,3,4,3,"yes","no",3.4,2,2.75,3.6,"United States",37.5,"Male","No","phd","full-time",67500,NA,5,0,"Large-City","Married",1,0,0.92,"Very High"
"3831",3831,3,3,2,2,3,2,1,2,1,3,3,2,3,2,3,2,1,3,1,2,3,2,3,2,2,3,2,4,4,2,4,4,3,3,5,4,2,4,3,4,3,3,3,2,2,"yes","no",2.6,2.06667,3.15,2.6,"United States",55,"Male","Yes","ma","part-time",10000,NA,2,0,"Small Town","Married",8,1,0.92,"Very High"
"3832",3832,2,2,1,2,2,2,3,2,4,3,2,3,3,3,3,2,5,2,4,3,3,2,3,4,3,2,4,3,4,2,4,3,3,4,4,4,2,3,3,3,3,4,3,4,3,"yes","yes",1.8,2.93333,3.15,3.4,"United States",32.5,"Female","No","ma","part-time",45000,NA,1,3,"Village","Married",1,0,0.92,"Very High"
"3833",3833,3,3,1,1,1,1,1,5,2,1,3,4,3,1,2,3,2,3,1,1,5,1,2,5,4,2,3,2,4,1,2,5,3,2,5,5,5,3,4,4,4,4,4,3,2,"yes","yes",1.8,2.2,3.35,3.4,"United States",28,"Female","No","deg","full-time",55000,NA,2,0,"Small Town","Single",1,0,0.92,"Very High"
"3834",3834,5,5,3,2,2,2,4,5,4,5,2,5,5,5,5,3,4,3,5,2,5,3,3,4,3,3,5,4,5,5,1,4,4,4,5,4,4,4,4,4,4,4,4,4,3,"yes","yes",3.4,3.93333,3.9,3.8,"United States",32.5,"Male","Yes","ma","student",10000,NA,13,0,"Village","Married",1,2,0.92,"Very High"
"3835",3835,4,3,2,2,2,1,2,3,3,5,1,2,4,4,4,5,3,3,2,4,5,3,2,3,4,3,5,2,4,2,2,5,3,4,4,4,3,4,5,5,1,2,2,2,1,"yes","no",2.6,3.06667,3.6,1.6,"United States",37.5,"Female","No","phd","full-time",150000,NA,2,0,"Village","Single",1,0,0.92,"Very High"
"3836",3836,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,3,1,1,2,3,2,2,1,3,1,4,2,2,2,3,3,2,4,2,3,4,4,4,4,3,"no","no",1.2,1.2,2.3,3.8,"United States",45,"Female","Yes","deg","retired",250000,NA,0,0,"Small Town","Married",7,0,0.92,"Very High"
"3837",3837,3,3,3,1,1,1,1,5,1,2,2,2,2,1,3,5,1,1,1,2,3,1,1,1,1,2,3,2,5,1,1,5,3,2,1,2,1,5,5,5,1,1,1,3,1,"yes","no",2.2,2,2.5,1.4,"United States",28,"Male","No","deg","student",15000,NA,2,0,"Medium-Sized","Single",1,0,0.92,"Very High"
"3838",3838,4,3,3,2,2,1,1,2,2,3,3,1,3,2,2,3,2,3,2,3,3,2,2,4,1,5,3,3,4,1,2,4,3,2,3,3,2,4,3,4,4,4,5,4,3,"yes","no",2.8,2.2,2.9,4,"United States",45,"Female","No","ma","full-time",55000,NA,10,7,"Small Town","Single",1,0,0.92,"Very High"
"3839",3839,3,3,3,2,2,1,2,3,3,2,1,2,3,2,2,2,3,3,2,2,3,1,3,1,1,2,3,3,3,1,2,3,2,3,3,4,2,3,2,3,3,3,3,3,3,"no","no",2.6,2.2,2.4,3,"United States",67.5,"Male","Yes","phd","full-time",250000,NA,12,0,"Small Town","Married",1,2,0.92,"Very High"
"3840",3840,3,3,2,2,2,3,3,5,4,3,2,4,4,4,4,2,3,1,3,4,4,2,2,3,2,3,4,2,4,4,3,4,3,3,4,2,3,4,3,4,3,4,3,3,2,"yes","yes",2.4,3.26667,3.15,3,"United States",45,"Male","Yes","ma","full-time",87500,NA,0,0,"Village","Married",1,2,0.92,"Very High"
"3841",3841,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,"no","no",1,1,1,3,"United States",37.5,"Male","No","ma","full-time",87500,NA,3,0,"Small Town","Single",1,0,0.92,"Very High"
"3842",3842,4,4,4,3,3,4,2,3,3,4,2,3,4,4,4,4,2,4,3,3,3,3,4,2,4,2,4,3,3,3,3,4,4,4,4,5,3,4,3,2,3,2,3,4,4,"yes","no",3.6,3.26667,3.35,3.2,"United States",55,"Female","Yes","ma","full-time",25000,NA,2,0,"Large Town","Married",1,2,0.92,"Very High"
"3843",3843,3,3,3,2,2,2,2,4,3,3,2,3,4,3,3,4,4,3,2,3,3,3,2,5,3,3,2,4,3,2,3,3,2,3,4,3,2,5,4,4,1,1,1,2,1,"yes","yes",2.6,3,3.15,1.2,"United States",55,"Female","Yes","deg","unemployed",87500,NA,1,11,"Village","Divorced",1,1,0.92,"Very High"
"3844",3844,5,5,4,3,3,5,4,5,2,5,1,5,5,1,4,5,4,5,3,5,5,4,3,3,5,4,5,3,5,2,3,5,5,4,4,3,3,4,4,4,4,5,5,5,4,"yes","yes",4,3.93333,3.9,4.6,"United States",32.5,"Male","Yes","deg","full-time",87500,NA,13,0,"Small Town","Married",1,1,0.92,"Very High"
"3845",3845,4,2,2,1,1,1,1,3,3,2,4,4,5,2,4,1,2,2,2,3,4,2,1,1,1,2,2,3,3,2,2,4,1,2,4,3,2,3,3,3,4,4,5,5,5,"yes","yes",2,2.6,2.4,4.6,"United States",21,"Female","No","ltuni","student",10000,NA,0,0,"Small Town","Single",1,0,0.92,"Very High"
"3846",3846,2,1,3,2,2,1,1,5,1,2,1,1,2,1,2,1,1,4,1,1,4,1,1,1,2,2,4,2,4,1,1,4,1,2,3,1,1,4,5,2,3,4,3,3,1,"yes","yes",2,1.66667,2.3,2.8,"United States",45,"Female","No","ma","full-time",55000,NA,8,0,"Large Town","Married",1,0,0.92,"Very High"
"3847",3847,3,4,4,3,3,5,3,4,4,4,3,3,4,3,4,5,3,4,3,4,4,2,4,4,3,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,1,1,2,2,1,"yes","yes",3.4,3.73333,4,1.4,"United States",55,"Male","Yes","phd","full-time",55000,NA,0,0,"Large Town","Married",7,0,0.92,"Very High"
"3848",3848,3,4,4,2,2,4,5,5,5,3,3,5,5,4,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,5,5,"yes","yes",3,4.6,4.8,4,"United States",28,"Female","No","ma","student",25000,NA,3,0,"Village","Single",1,0,0.92,"Very High"
"3849",3849,3,4,4,4,4,3,4,3,4,5,4,4,4,5,5,3,4,4,4,5,4,4,3,3,3,4,4,3,5,4,4,3,3,4,4,4,3,3,5,4,2,2,2,2,1,"yes","yes",3.8,4.06667,3.7,1.8,"United States",37.5,"Male","No","ltuni","full-time",45000,NA,8,6,"Large Town","Single",1,0,0.92,"Very High"
"3850",3850,4,4,4,3,3,1,2,2,5,3,4,4,4,3,4,1,4,3,4,4,4,2,4,5,3,3,4,3,4,4,4,4,1,2,3,3,3,2,3,2,4,4,4,3,3,"yes","no",3.6,3.2,3.15,3.6,"United States",32.5,"Female","No","ma","full-time",55000,NA,1,4,"Village","Single",1,0,0.92,"Very High"
"3851",3851,3,3,2,1,1,1,2,2,2,1,2,1,1,5,2,4,4,4,2,3,2,2,1,4,4,5,3,2,4,2,2,1,4,1,3,4,3,4,2,1,4,4,5,5,2,"no","no",2,2.4,2.7,4,"United States",45,"Female","Yes","dip","full-time",55000,NA,0,0,"Village","Married",1,2,0.92,"Very High"
"3852",3852,5,4,4,3,3,2,3,1,5,5,5,5,4,5,5,2,4,2,5,4,5,4,2,1,4,2,2,3,4,5,2,5,4,2,5,5,4,4,4,5,3,3,2,3,4,"yes","yes",3.8,3.8,3.6,3,"United States",32.5,"Female","No","phd","full-time",55000,NA,0,1,"Village","Married",1,0,0.92,"Very High"
"3853",3853,4,5,5,5,5,2,1,2,1,2,1,4,5,3,3,3,1,2,1,3,4,1,1,4,3,4,5,4,5,3,4,5,1,2,4,3,3,5,5,5,5,5,5,5,5,"yes","yes",4.8,2.26667,3.55,5,"United States",45,"Female","No","ma","part-time",67500,NA,0,0,"Village","Married",1,0,0.92,"Very High"
"3854",3854,5,5,5,5,5,1,2,3,4,2,1,5,5,2,5,5,3,5,1,4,5,1,1,3,5,2,5,5,5,5,5,5,3,3,5,4,5,5,5,5,4,5,4,4,4,"yes","yes",5,3.2,4.1,4.2,"United States",19,"Female","No","ltuni","student",10000,NA,2,0,"Large Town","Single",1,0,0.92,"Very High"
"3855",3855,3,3,2,2,2,2,2,2,3,3,4,3,3,1,2,4,3,3,3,3,5,1,4,3,3,2,4,3,4,2,4,2,3,3,4,2,4,3,5,4,4,4,4,4,2,"yes","yes",2.4,2.73333,3.25,3.6,"United States",20,"Male","No","ltuni","full-time",35000,NA,0,9,"Small Town","Single",1,0,0.92,"Very High"
"3856",3856,3,5,2,2,2,1,3,1,3,4,4,4,4,3,4,4,3,4,4,5,5,3,3,5,3,5,5,2,5,2,5,5,2,3,4,5,3,5,4,5,3,3,3,4,2,"yes","yes",2.8,3.4,3.95,3,"United States",37.5,"Female","No","deg","full-time",35000,NA,5,4,"Village","Widowed",1,0,0.92,"Very High"
"3857",3857,4,4,3,2,2,3,1,4,4,3,4,4,4,2,4,1,1,3,2,4,5,1,2,4,3,2,4,3,5,4,5,5,3,3,3,5,4,4,4,4,4,3,3,4,3,"yes","yes",3,2.93333,3.65,3.4,"United States",45,"Male","Yes","dip","full-time",35000,NA,12,0,"Village","Married",7,0,0.92,"Very High"
"3858",3858,3,3,3,2,1,2,2,4,2,2,2,2,3,1,3,1,3,2,2,2,2,2,1,2,1,1,2,2,3,2,2,3,3,3,4,4,3,2,1,2,4,4,4,4,3,"no","no",2.4,2.2,2.25,3.8,"United States",55,"Male","Yes","ma","full-time",87500,NA,0,0,"Village","Single",1,2,0.92,"Very High"
"3859",3859,4,4,4,4,4,4,1,3,3,2,4,3,2,2,4,4,2,4,4,4,4,4,4,4,2,5,2,5,2,2,4,3,4,4,1,4,3,4,4,4,2,3,3,3,3,"yes","yes",4,3.06667,3.45,2.8,"United States",21,"Female","No","ltuni","student",25000,NA,0,4,"Village","Single",1,0,0.92,"Very High"
"3860",3860,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,2,1,1,2,1,1,1,1,5,3,5,1,1,3,2,1,1,1,2,1,3,3,1,5,4,4,5,4,"no","no",1.4,1.4,1.95,4.4,"United States",55,"Female","No","deg","full-time",87500,NA,0,0,"Medium-Sized","Widowed",1,0,0.92,"Very High"
"3861",3861,4,4,4,2,3,2,4,5,5,3,1,4,4,2,4,3,5,4,4,4,4,3,3,5,3,3,3,4,5,3,4,4,3,3,4,5,3,3,4,4,4,4,4,4,3,"yes","yes",3.4,3.6,3.65,3.8,"United States",16.5,"Female","No","lthigh","student",10000,NA,NA,0,"Small Town","Single",1,0,0.92,"Very High"
"3862",3862,3,3,4,1,1,1,1,5,1,1,1,2,2,1,1,3,2,2,3,3,2,1,5,2,1,1,3,4,4,1,2,3,4,3,3,4,4,2,2,2,4,4,4,4,3,"no","no",2.4,1.93333,2.65,3.8,"United States",55,"Male","Yes","ma","full-time",55000,NA,5,0,"Large Town","Married",8,1,0.92,"Very High"
"3863",3863,3,4,4,3,3,4,2,3,3,4,5,4,5,3,4,4,4,3,4,4,3,2,4,3,4,4,3,4,4,3,4,4,3,3,4,3,2,4,3,4,2,2,3,4,1,"yes","yes",3.4,3.73333,3.4,2.4,"United States",55,"Male","Yes","deg","full-time",87500,NA,0,0,"Large Town","Married",7,0,0.92,"Very High"
"3864",3864,3,2,2,1,5,1,1,5,4,2,1,1,3,1,4,1,3,4,1,1,4,1,1,1,2,2,3,4,2,3,5,3,3,3,4,3,3,4,4,3,4,4,4,3,4,"no","no",2.6,2.2,2.9,3.8,"United States",45,"Female","No","ma","full-time",NA,NA,12,0,"Large Town","Married",1,0,0.92,"Very High"
"3865",3865,3,3,2,2,2,2,2,2,3,4,5,4,3,3,3,2,3,3,2,3,3,2,3,2,4,2,3,2,3,2,3,3,3,2,3,3,2,4,3,3,4,4,4,4,4,"yes","yes",2.4,2.93333,2.75,4,"United States",55,"Female","No","ma","full-time",55000,NA,0,0,"Village","Married",1,0,0.92,"Very High"
"3866",3866,1,3,1,1,1,2,1,5,3,2,1,2,2,1,2,3,3,2,2,2,1,1,2,3,3,1,3,3,2,1,3,3,4,2,3,5,1,3,2,5,3,5,4,5,3,"yes","no",1.4,2.2,2.55,4,"United States",37.5,"Female","No","phd","part-time",87500,NA,5,3,"Medium-Sized","Married",1,0,0.92,"Very High"
"3867",3867,3,2,4,2,2,1,1,1,1,2,3,1,4,2,2,4,3,2,1,1,2,2,3,1,2,5,5,3,4,1,1,3,1,3,2,5,3,4,5,5,4,4,4,3,2,"yes","yes",2.6,1.93333,3,3.4,"United States",37.5,"Male","No","ma","full-time",150000,NA,10,0,"Village","Married",1,0,0.92,"Very High"
"3868",3868,3,3,4,2,2,1,1,2,3,2,1,3,3,1,4,4,3,4,1,2,4,1,3,4,4,3,5,4,4,4,4,4,1,3,3,4,3,4,5,3,2,4,3,2,5,"yes","no",2.8,2.33333,3.5,3.2,"United States",19,"Female","No","ltuni","student",10000,NA,0,0,"Small Town",NA,1,0,0.92,"Very High"
"3869",3869,3,1,1,1,1,1,1,2,2,2,1,1,3,2,2,3,3,3,1,1,4,4,4,4,3,3,3,2,4,2,2,5,3,3,4,4,4,3,3,3,4,5,5,5,3,"yes","no",1.4,1.86667,3.35,4.4,"United States",22,"Female","No","dip","full-time",15000,NA,0,3,"Village","Single",1,0,0.92,"Very High"
"3870",3870,3,2,4,1,1,1,3,4,3,1,3,3,2,1,1,2,3,2,3,1,2,1,4,5,3,3,1,4,2,1,5,1,2,3,3,4,4,3,2,3,3,3,3,4,3,"yes","yes",2.2,2.2,2.8,3.2,"United States",37.5,"Female","No","deg","full-time",87500,NA,10,0,"Village","Married",1,0,0.92,"Very High"
"3871",3871,1,3,3,1,1,1,1,3,2,1,1,2,3,2,2,3,1,2,1,2,3,1,2,2,4,1,4,1,4,3,4,3,2,4,3,3,2,3,4,4,3,5,3,4,3,"yes","no",1.8,1.8,2.85,3.6,"United States",45,"Male","Yes","ltuni","full-time",150000,NA,8,0,"Large Town","Married",7,2,0.92,"Very High"
"3872",3872,2,2,2,2,3,2,3,3,3,2,1,1,3,1,2,3,3,4,3,3,3,2,1,5,3,1,3,3,3,3,4,3,4,4,3,1,2,4,3,3,4,4,4,4,2,"no","no",2.2,2.46667,2.9,3.6,"United States",55,"Female","Yes","ma","part-time",87500,NA,NA,0,"Village","Divorced",8,0,0.92,"Very High"
"3873",3873,5,5,5,5,5,4,1,2,3,5,5,3,5,3,5,2,3,4,2,5,5,5,3,5,5,3,5,5,5,2,1,5,5,5,1,5,4,5,5,5,1,1,1,1,1,"yes","no",5,3.46667,4.2,1,"United States",67.5,"Female","No","ltuni",NA,10000,NA,0,0,"Village","Divorced",1,0,0.92,"Very High"
"3874",3874,2,3,4,2,2,1,1,3,3,3,1,2,3,3,4,3,3,2,2,2,4,3,4,4,4,2,3,3,4,2,3,4,3,2,4,5,3,4,3,3,4,4,4,4,4,"yes","no",2.6,2.4,3.35,4,"United States",28,"Male","No","ma","student",25000,NA,4,0,"Village","Single",1,0,0.92,"Very High"
"3875",3875,3,3,2,2,2,1,1,2,2,1,3,1,2,1,1,2,1,2,1,2,2,1,1,2,3,2,3,2,3,1,4,3,1,2,2,4,3,2,3,2,4,2,2,4,1,"no","no",2.4,1.53333,2.3,2.6,"United States",55,"Male","Yes","ltuni","retired",150000,NA,0,0,"Rural/Country","Married",8,1,0.92,"Very High"
"3876",3876,3,4,4,2,2,1,2,3,4,3,4,4,4,2,4,4,4,3,4,2,3,2,2,4,2,1,3,4,4,4,4,3,1,1,4,4,2,3,2,2,4,3,5,5,4,"yes","no",3,3.2,2.75,4.2,"United States",55,"Female","No","ma","full-time",NA,NA,7,6,"Rural/Country","Married",1,0,0.92,"Very High"
"3877",3877,5,4,5,4,4,3,4,5,4,3,4,4,4,3,3,5,3,3,4,5,4,5,4,5,5,2,5,4,4,5,1,4,4,5,4,5,5,4,3,4,3,5,4,4,4,"yes","yes",4.4,3.8,4.1,4,"United States",28,"Male","No","deg","full-time",55000,NA,3,0,"Small Town","Single",1,0,0.92,"Very High"
"3878",3878,3,1,1,1,1,1,1,2,3,2,3,1,1,2,3,3,2,3,1,2,2,1,1,1,2,1,3,1,4,1,3,4,3,1,1,4,3,3,3,2,4,3,3,3,3,"no","no",1.4,2,2.2,3.2,"United States",45,"Female","Yes","phd","full-time",67500,NA,5,2,"Large Town","Married",8,0,0.92,"Very High"
"3879",3879,2,2,1,1,1,1,1,5,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,3,1,2,2,1,3,2,5,2,2,2,1,3,4,4,4,5,"yes","no",1.4,1.6,1.85,4,"United States",55,"Male","Yes","deg","retired",67500,NA,0,0,"Small Town","Married",8,1,0.92,"Very High"
"3880",3880,2,3,4,3,2,2,2,5,2,2,4,2,3,2,2,2,2,2,2,4,3,2,2,2,2,3,3,4,2,2,2,2,2,2,3,3,2,3,4,4,1,2,3,1,2,"no","no",2.8,2.53333,2.6,1.8,"United States",67.5,"Male","No","ltuni","full-time",35000,NA,0,5,"Village","Single",1,0,0.92,"Very High"
"3881",3881,3,3,2,1,1,1,2,1,3,1,1,1,3,1,1,4,3,4,3,1,3,2,2,5,3,2,2,2,3,1,3,5,1,2,2,3,2,3,1,1,3,4,3,2,3,"no","no",2,2,2.4,3,"United States",32.5,"Male","No","ltuni","part-time",25000,NA,2,8,"Village","Married",1,0,0.92,"Very High"
"3882",3882,1,1,3,1,1,1,2,4,3,3,1,1,3,1,1,3,3,5,2,3,3,1,3,3,5,3,1,3,2,1,2,1,1,3,3,5,3,3,1,3,4,4,5,5,3,"yes","yes",1.4,2.4,2.5,4.2,"United States",28,"Female","No","phd","student",25000,NA,3,0,"Medium-Sized","Single",1,0,0.92,"Very High"
"3883",3883,4,4,4,4,4,4,2,1,4,4,4,4,3,4,4,3,3,3,5,5,4,4,2,3,4,2,4,3,4,4,5,4,4,5,4,2,4,4,4,3,2,2,2,2,1,"yes","yes",4,3.53333,3.65,1.8,"United States",37.5,"Female","Yes","ma","full-time",250000,NA,0,4,"Village","Married",1,2,0.92,"Very High"
"3884",3884,2,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,3,3,1,4,3,2,2,2,2,1,2,2,3,1,1,2,3,2,2,4,3,4,3,3,3,4,5,4,1,"yes","no",1.2,1.8,2.35,3.4,"United States",55,"Male","Yes","phd","full-time",150000,NA,0,0,"Large Town","Married",8,1,0.92,"Very High"
"3885",3885,4,3,3,2,2,3,3,4,4,3,2,2,3,2,3,3,3,4,3,3,3,3,4,4,3,3,3,3,4,3,3,4,3,3,3,5,3,4,3,3,2,3,3,4,3,"yes","no",2.8,3,3.35,3,"United States",45,"Male","Yes","ma","full-time",250000,NA,5,0,"Small Town","Married",8,1,0.92,"Very High"
"3886",3886,3,4,4,3,3,2,1,2,2,3,5,3,3,2,4,2,2,2,2,5,4,4,2,1,4,2,4,3,4,3,3,4,3,3,3,4,4,4,5,3,3,4,4,3,1,"yes","yes",3.4,2.66667,3.35,3,"United States",45,"Male","No","ltuni","full-time",45000,NA,12,0,"Village","Married",1,0,0.92,"Very High"
"3887",3887,1,5,5,2,5,5,5,5,5,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,5,3,5,5,5,5,5,5,3,5,3,3,3,3,3,"yes","no",3.6,4.4,4.55,3,"United States",45,"Female","Yes","ma","full-time",67500,NA,4,0,"Small Town","Divorced",8,0,0.92,"Very High"
"3888",3888,4,3,3,3,3,2,2,4,3,2,1,3,2,2,3,3,2,2,2,4,3,2,2,3,3,3,3,3,4,3,2,3,3,3,4,4,4,4,4,4,3,2,3,3,2,"yes","yes",3.2,2.46667,3.2,2.6,"United States",23,"Female","No","deg","full-time",45000,NA,1,3,"Village","Single",1,0,0.92,"Very High"
"3889",3889,4,5,5,4,4,2,3,5,5,5,3,5,3,4,5,4,5,4,5,5,5,3,4,5,5,5,5,4,5,3,4,4,4,4,5,5,5,5,4,5,3,4,2,4,3,"yes","yes",4.4,4.2,4.45,3.2,"United States",28,"Female","No","ma","student",35000,NA,2,0,"Large Town","Single",1,0,0.92,"Very High"
"3890",3890,4,2,3,3,3,3,2,3,3,3,3,4,3,2,3,4,3,4,2,5,4,2,2,5,4,2,4,2,4,2,3,3,4,2,4,5,4,3,4,3,4,5,5,5,5,"yes","yes",3,3.13333,3.3,4.8,"United States",45,"Female","No","deg","full-time",55000,NA,0,7,"Small Town","Married",1,0,0.92,"Very High"
"3891",3891,2,3,2,2,2,2,1,4,2,2,1,1,2,2,2,1,2,4,2,3,3,2,3,2,2,2,1,2,2,2,2,1,3,3,3,4,4,2,2,3,4,4,3,4,2,"no","no",2.2,2.06667,2.4,3.4,"United States",55,"Male","No","ma","full-time",10000,NA,1,0,"Village","Married",1,0,0.92,"Very High"
"3892",3892,5,5,5,5,5,3,3,4,5,5,5,5,5,5,5,3,5,4,4,5,5,2,3,4,4,3,5,5,5,5,4,5,3,4,5,3,2,5,5,5,3,3,2,2,1,"yes","yes",5,4.4,4.1,2.2,"United States",32.5,"Female","No","ma","student",10000,NA,3,2,"Large Town","Single",1,0,0.92,"Very High"
"3893",3893,2,5,2,3,3,2,1,3,1,2,2,3,4,3,4,2,1,3,1,5,5,1,2,3,4,2,5,2,5,1,1,5,3,3,5,4,3,5,5,5,4,4,3,3,5,"yes","no",3,2.46667,3.45,3.8,"United States",45,"Female","No","phd","full-time",35000,NA,0,0,"Small Town","Single",1,0,0.92,"Very High"
"3894",3894,2,2,2,1,1,2,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,3,2,3,2,1,1,5,1,3,4,3,2,2,3,2,3,3,4,4,4,3,"yes","no",1.6,1.33333,2.3,3.6,"United States",55,"Female","Yes","ma","retired",150000,NA,2,0,"Large Town","Married",1,2,0.92,"Very High"
"3895",3895,3,3,2,1,1,1,1,2,1,3,3,3,3,3,3,1,1,2,2,2,3,1,3,2,2,2,2,2,3,1,2,3,1,3,4,3,1,3,3,2,4,4,4,4,3,"yes","no",2,2.06667,2.3,3.8,"United States",45,"Female","Yes","ma","student",150000,NA,2,0,"Large Town","Married",7,1,0.92,"Very High"
